Days to Deliver,Comments,Approved By,Manufacturer,Return Reason,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Discount,Region,Order Date,Ship Date
4,"corner was bent, so it didn't fit in printer.",L Smith,Other,Defective,7207,CA-2018-137414,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16,11,32.3015,0.2,West,02-10-2018,06-10-2018
5,Customer found cheaper item elsewhere,C Arnold,Global,No Longer Needed,2963,CA-2018-137428,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,9.1764,0.2,West,16-12-2018,21-12-2018
5,Customer found cheaper item elsewhere,C Arnold,Global,No Longer Needed,2963,CA-2018-137428,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,9.1764,0.2,West,16-12-2018,21-12-2018
5,Customer found cheaper item elsewhere,C Arnold,Global,No Longer Needed,2963,CA-2018-137428,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,9.1764,0.2,West,16-12-2018,21-12-2018
5,Customer found cheaper item elsewhere,C Arnold,Global,No Longer Needed,2963,CA-2018-137428,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,9.1764,0.2,West,16-12-2018,21-12-2018
3,Leather was torn in back,K Lawrence,Other,Defective,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0,0.2,West,29-09-2018,02-10-2018
3,,,Fellowes,Incorrect Product Ordered,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,25.4384,0,West,29-09-2018,02-10-2018
3,Leather was torn in back,K Lawrence,Other,Defective,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0,0.2,West,29-09-2018,02-10-2018
3,,,Fellowes,Incorrect Product Ordered,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,25.4384,0,West,29-09-2018,02-10-2018
3,Leather was torn in back,K Lawrence,Other,Defective,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0,0.2,West,29-09-2018,02-10-2018
3,,,Fellowes,Incorrect Product Ordered,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,25.4384,0,West,29-09-2018,02-10-2018
3,Leather was torn in back,K Lawrence,Other,Defective,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0,0.2,West,29-09-2018,02-10-2018
3,,,Fellowes,Incorrect Product Ordered,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,25.4384,0,West,29-09-2018,02-10-2018
3,Leather was torn in back,K Lawrence,Other,Defective,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0,0.2,West,29-09-2018,02-10-2018
3,,,Fellowes,Incorrect Product Ordered,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,25.4384,0,West,29-09-2018,02-10-2018
3,Power cord not shipped with item,R. Duchesne,Other,Defective,487,CA-2018-140963,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.4975,0.2,West,10-06-2018,13-06-2018
3,Power cord not shipped with item,R. Duchesne,Other,Defective,487,CA-2018-140963,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.4975,0.2,West,10-06-2018,13-06-2018
3,Power cord not shipped with item,R. Duchesne,Other,Defective,487,CA-2018-140963,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.4975,0.2,West,10-06-2018,13-06-2018
4,,,Other,No Longer Needed,3619,CA-2018-141929,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1,1.7375,0.2,West,04-09-2018,08-09-2018
4,,,Other,No Longer Needed,3619,CA-2018-141929,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1,1.7375,0.2,West,04-09-2018,08-09-2018
4,,,Other,No Longer Needed,3619,CA-2018-141929,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1,1.7375,0.2,West,04-09-2018,08-09-2018
2,Customer found cheaper item at other website,L Jenkins,Sterilite,No Longer Needed,5651,CA-2018-142342,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0,0,West,17-07-2018,19-07-2018
2,Customer found cheaper item at other website,L Jenkins,Sterilite,No Longer Needed,5651,CA-2018-142342,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0,0,West,17-07-2018,19-07-2018
2,Customer found cheaper item at other website,L Jenkins,Sterilite,No Longer Needed,5651,CA-2018-142342,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0,0,West,17-07-2018,19-07-2018
2,Customer found cheaper item at other website,L Jenkins,Sterilite,No Longer Needed,5651,CA-2018-142342,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0,0,West,17-07-2018,19-07-2018
4,,,Peel & Seel,General,9015,CA-2018-143084,Standard Class,BP-11050,Barry Pond,Corporate,United States,Los Angeles,California,90008,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5,9.312,0,West,18-03-2018,22-03-2018
4,,,Peel & Seel,General,9015,CA-2018-143084,Standard Class,BP-11050,Barry Pond,Corporate,United States,Los Angeles,California,90008,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5,9.312,0,West,18-03-2018,22-03-2018
4,appeared to be corrupt,L Jenkins,Kingston,Defective,6125,CA-2018-145772,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.502500000,0,West,03-06-2018,07-06-2018
4,appeared to be corrupt,L Jenkins,Kingston,Defective,6125,CA-2018-145772,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.502500000,0,West,03-06-2018,07-06-2018
4,appeared to be corrupt,L Jenkins,Kingston,Defective,6125,CA-2018-145772,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.502500000,0,West,03-06-2018,07-06-2018
4,customer found cheaper item at online discount store,M Gomez,Fellowes,No Longer Needed,7183,CA-2018-150609,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,90032,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5,7.553,0.2,West,30-04-2018,04-05-2018
4,Customer ordered wrong label size for printer.,R Chen,Avery,Incorrect Product Ordered,7214,CA-2018-154949,Standard Class,MC-17275,Marc Crier,Consumer,United States,Camarillo,California,93010,OFF-LA-10002034,Office Supplies,Labels,Avery 478,14.73,3,7.2177,0,West,15-10-2018,19-10-2018
4,didn't realize that it couldn't work offline,L Jenkins,Other,General,6319,CA-2018-161459,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,39.96,5,3.4965,0.2,West,25-11-2018,29-11-2018
4,didn't realize that it couldn't work offline,L Jenkins,Other,General,6319,CA-2018-161459,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,39.96,5,3.4965,0.2,West,25-11-2018,29-11-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
2,,,GBC,Defective,3754,CA-2018-161956,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.5488,0.2,West,27-08-2018,29-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
7,,,Staple envelope,Product Listed Incorrectly,7934,CA-2018-166093,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,0,West,17-08-2018,24-08-2018
2,customer ordered one on amazon instead,S Kelly,OtterBox,No Longer Needed,9081,CA-2018-166898,Second Class,KH-16630,Ken Heidel,Corporate,United States,Santa Ana,California,92704,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,17.994,0.2,West,11-09-2018,13-09-2018
2,customer ordered one on amazon instead,S Kelly,OtterBox,No Longer Needed,9081,CA-2018-166898,Second Class,KH-16630,Ken Heidel,Corporate,United States,Santa Ana,California,92704,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,17.994,0.2,West,11-09-2018,13-09-2018
6,table didn't fit in space as desired,L Jenkins,Lesro,General,4510,CA-2018-167003,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,90036,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,-6.423300000,0.2,West,23-05-2018,29-05-2018
2,,,Acco,No Longer Needed,9847,CA-2018-169327,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90008,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,0,West,02-09-2018,04-09-2018
2,,,Acco,No Longer Needed,9847,CA-2018-169327,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90008,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,0,West,02-09-2018,04-09-2018
2,,,Acco,No Longer Needed,9847,CA-2018-169327,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90008,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,0,West,02-09-2018,04-09-2018
4,Customer found cheaper distributor,R Chen,Eldon,No Longer Needed,2947,CA-2018-169859,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,11.025,0,West,14-12-2018,18-12-2018
4,Customer found cheaper distributor,R Chen,Eldon,No Longer Needed,2947,CA-2018-169859,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,11.025,0,West,14-12-2018,18-12-2018
4,Customer found cheaper distributor,R Chen,Eldon,No Longer Needed,2947,CA-2018-169859,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,11.025,0,West,14-12-2018,18-12-2018
4,One ring won't close,E Williams,Avery,Defective,9825,US-2015-164406,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,6.2496,0.2,West,15-08-2015,19-08-2015
4,One ring won't close,E Williams,Avery,Defective,9825,US-2015-164406,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,6.2496,0.2,West,15-08-2015,19-08-2015
4,One ring won't close,E Williams,Avery,Defective,9825,US-2015-164406,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,6.2496,0.2,West,15-08-2015,19-08-2015
4,One ring won't close,E Williams,Avery,Defective,9825,US-2015-164406,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,6.2496,0.2,West,15-08-2015,19-08-2015
4,One ring won't close,E Williams,Avery,Defective,9825,US-2015-164406,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94122,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,6.2496,0.2,West,15-08-2015,19-08-2015
3,item was dropped out of delivery truck,L Smith,Canon,Defective,7461,US-2016-136987,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,215.9892,0.2,West,11-04-2016,14-04-2016
3,item was dropped out of delivery truck,L Smith,Canon,Defective,7461,US-2016-136987,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,215.9892,0.2,West,11-04-2016,14-04-2016
6,Customer meant to order legel size,R Chen,Other,General,1482,US-2017-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,8.8062,0,West,02-12-2017,08-12-2017
6,Customer meant to order legel size,R Chen,Other,General,1482,US-2017-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,8.8062,0,West,02-12-2017,08-12-2017
6,Customer meant to order legel size,R Chen,Other,General,1482,US-2017-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,8.8062,0,West,02-12-2017,08-12-2017
0,Printer did not fit on this cart,E Williams,Iceberg,Incorrect Product Ordered,5760,US-2017-111528,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,125.1432,0,West,30-12-2017,30-12-2017
0,Printer did not fit on this cart,E Williams,Iceberg,Incorrect Product Ordered,5760,US-2017-111528,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,125.1432,0,West,30-12-2017,30-12-2017
0,,,Newell,No Longer Needed,2866,US-2018-103828,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,15.4752,0,West,13-08-2018,13-08-2018
0,,,Newell,No Longer Needed,2866,US-2018-103828,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,15.4752,0,West,13-08-2018,13-08-2018
0,,,Newell,No Longer Needed,2866,US-2018-103828,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,15.4752,0,West,13-08-2018,13-08-2018
0,,,Newell,No Longer Needed,2866,US-2018-103828,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,15.4752,0,West,13-08-2018,13-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
1,Customer went to art store instead,L Smith,Newell,No Longer Needed,3335,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,4.9648,0,West,21-08-2018,22-08-2018
1,Customer did not receive item with order.,F Azad,Fellowes,Incorrect Product Shipped,3340,US-2018-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504,0,West,21-08-2018,22-08-2018
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
